"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Missouri"	"29"	"2017"	"2017"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	102	6113532	1.67	1.65
	"Missouri"	"29"	"2017"	"2017"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	6113532	Suppressed	Suppressed
	"Missouri"	"29"	"2017"	"2017"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	40	6113532	0.65	0.60
	"Missouri"	"29"	"2017"	"2017"	"All other drug-induced causes"	"D9"	59	6113532	0.97	0.93
	"Missouri"	"29"	"2017"	"2017"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	31	6113532	0.51	0.47
	"Missouri"	"29"	"2017"	"2017"	"All other alcohol-induced causes"	"A9"	525	6113532	8.59	7.48
	"Montana"	"30"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	897507	Unreliable	Unreliable
	"Montana"	"30"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	19	897507	Unreliable	Unreliable
	"Montana"	"30"	"1999"	"1999"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	897507	Suppressed	Suppressed
	"Montana"	"30"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	897507	Suppressed	Suppressed
	"Montana"	"30"	"1999"	"1999"	"All other drug-induced causes"	"D9"	Suppressed	897507	Suppressed	Suppressed
	"Montana"	"30"	"1999"	"1999"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	897507	Suppressed	Suppressed
	"Montana"	"30"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	73	897507	8.13	7.77
	"Montana"	"30"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	902195	Unreliable	Unreliable
	"Montana"	"30"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	11	902195	Unreliable	Unreliable
	"Montana"	"30"	"2000"	"2000"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	902195	Suppressed	Suppressed
	"Montana"	"30"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	902195	Unreliable	Unreliable
	"Montana"	"30"	"2000"	"2000"	"All other drug-induced causes"	"D9"	Suppressed	902195	Suppressed	Suppressed
	"Montana"	"30"	"2000"	"2000"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	902195	Suppressed	Suppressed
	"Montana"	"30"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	78	902195	8.65	8.19
	"Montana"	"30"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	30	906961	3.31	3.43
	"Montana"	"30"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	11	906961	Unreliable	Unreliable
	"Montana"	"30"	"2001"	"2001"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	906961	Suppressed	Suppressed
	"Montana"	"30"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	15	906961	Unreliable	Unreliable
	"Montana"	"30"	"2001"	"2001"	"All other drug-induced causes"	"D9"	Suppressed	906961	Suppressed	Suppressed
	"Montana"	"30"	"2001"	"2001"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	906961	Suppressed	Suppressed
	"Montana"	"30"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	105	906961	11.58	10.94
	"Montana"	"30"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	36	911667	3.95	4.04
	"Montana"	"30"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	26	911667	2.85	2.81
	"Montana"	"30"	"2002"	"2002"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	911667	Suppressed	Suppressed
	"Montana"	"30"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	14	911667	Unreliable	Unreliable
	"Montana"	"30"	"2002"	"2002"	"All other drug-induced causes"	"D9"	Suppressed	911667	Suppressed	Suppressed
	"Montana"	"30"	"2002"	"2002"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	911667	Suppressed	Suppressed
	"Montana"	"30"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	111	911667	12.18	11.35
	"Montana"	"30"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	45	919630	4.89	5.11
	"Montana"	"30"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	18	919630	Unreliable	Unreliable
	"Montana"	"30"	"2003"	"2003"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	919630	Suppressed	Suppressed
	"Montana"	"30"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	29	919630	3.15	3.28
	"Montana"	"30"	"2003"	"2003"	"All other drug-induced causes"	"D9"	23	919630	2.50	2.33
	"Montana"	"30"	"2003"	"2003"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	919630	Suppressed	Suppressed
	"Montana"	"30"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	105	919630	11.42	10.67
	"Montana"	"30"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	54	930009	5.81	6.03
	"Montana"	"30"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	24	930009	2.58	2.57
	"Montana"	"30"	"2004"	"2004"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	930009	Suppressed	Suppressed
	"Montana"	"30"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	20	930009	2.15	2.29
	"Montana"	"30"	"2004"	"2004"	"All other drug-induced causes"	"D9"	21	930009	2.26	2.14
	"Montana"	"30"	"2004"	"2004"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	930009	Suppressed	Suppressed
	"Montana"	"30"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	95	930009	10.21	9.37
	"Montana"	"30"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	54	940102	5.74	5.88
	"Montana"	"30"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	25	940102	2.66	2.55
	"Montana"	"30"	"2005"	"2005"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	940102	Suppressed	Suppressed
	"Montana"	"30"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	17	940102	Unreliable	Unreliable
	"Montana"	"30"	"2005"	"2005"	"All other drug-induced causes"	"D9"	23	940102	2.45	2.19
	"Montana"	"30"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	940102	Suppressed	Suppressed
	"Montana"	"30"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	123	940102	13.08	11.89
	"Montana"	"30"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	55	952692	5.77	5.82
	"Montana"	"30"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	24	952692	2.52	2.40
	"Montana"	"30"	"2006"	"2006"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	952692	Suppressed	Suppressed
	"Montana"	"30"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	17	952692	Unreliable	Unreliable
	"Montana"	"30"	"2006"	"2006"	"All other drug-induced causes"	"D9"	24	952692	2.52	2.29
	"Montana"	"30"	"2006"	"2006"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	952692	Suppressed	Suppressed
	"Montana"	"30"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	144	952692	15.12	13.62
	"Montana"	"30"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	73	964706	7.57	7.40
	"Montana"	"30"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	30	964706	3.11	3.02
	"Montana"	"30"	"2007"	"2007"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	964706	Suppressed	Suppressed
	"Montana"	"30"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	22	964706	2.28	2.32
	"Montana"	"30"	"2007"	"2007"	"All other drug-induced causes"	"D9"	Suppressed	964706	Suppressed	Suppressed
	"Montana"	"30"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	964706	Suppressed	Suppressed
	"Montana"	"30"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	135	964706	13.99	12.19
	"Montana"	"30"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	95	976415	9.73	10.27
	"Montana"	"30"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	27	976415	2.77	2.61
	"Montana"	"30"	"2008"	"2008"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	976415	Suppressed	Suppressed
	"Montana"	"30"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	12	976415	Unreliable	Unreliable
	"Montana"	"30"	"2008"	"2008"	"All other drug-induced causes"	"D9"	Suppressed	976415	Suppressed	Suppressed
	"Montana"	"30"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	15	976415	Unreliable	Unreliable
	"Montana"	"30"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	147	976415	15.06	13.44
	"Montana"	"30"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	94	983982	9.55	9.93
	"Montana"	"30"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	30	983982	3.05	2.95
	"Montana"	"30"	"2009"	"2009"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	983982	Suppressed	Suppressed
	"Montana"	"30"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	18	983982	Unreliable	Unreliable
	"Montana"	"30"	"2009"	"2009"	"All other drug-induced causes"	"D9"	Suppressed	983982	Suppressed	Suppressed
	"Montana"	"30"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	14	983982	Unreliable	Unreliable
	"Montana"	"30"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	133	983982	13.52	12.51
	"Montana"	"30"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	63	989415	6.37	6.96
	"Montana"	"30"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	32	989415	3.23	3.31
	"Montana"	"30"	"2010"	"2010"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	989415	Suppressed	Suppressed
	"Montana"	"30"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	23	989415	2.32	2.57
	"Montana"	"30"	"2010"	"2010"	"All other drug-induced causes"	"D9"	Suppressed	989415	Suppressed	Suppressed
	"Montana"	"30"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	989415	Suppressed	Suppressed
	"Montana"	"30"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	141	989415	14.25	12.39
	"Montana"	"30"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	90	998199	9.02	9.41
	"Montana"	"30"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	22	998199	2.20	2.02
	"Montana"	"30"	"2011"	"2011"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	998199	Suppressed	Suppressed
	"Montana"	"30"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	29	998199	2.91	2.97
	"Montana"	"30"	"2011"	"2011"	"All other drug-induced causes"	"D9"	Suppressed	998199	Suppressed	Suppressed
	"Montana"	"30"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	998199	Suppressed	Suppressed
	"Montana"	"30"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	133	998199	13.32	11.61
	"Montana"	"30"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	78	1005141	7.76	8.09
	"Montana"	"30"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	24	1005141	2.39	2.30
	"Montana"	"30"	"2012"	"2012"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1005141	Suppressed	Suppressed
	"Montana"	"30"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	16	1005141	Unreliable	Unreliable
	"Montana"	"30"	"2012"	"2012"	"All other drug-induced causes"	"D9"	11	1005141	Unreliable	Unreliable
	"Montana"	"30"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1005141	Suppressed	Suppressed
	"Montana"	"30"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	157	1005141	15.62	13.89
	"Montana"	"30"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	79	1015165	7.78	8.38
	"Montana"	"30"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	30	1015165	2.96	3.05
	"Montana"	"30"	"2013"	"2013"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1015165	Suppressed	Suppressed
	"Montana"	"30"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	28	1015165	2.76	3.01
	"Montana"	"30"	"2013"	"2013"	"All other drug-induced causes"	"D9"	19	1015165	Unreliable	Unreliable
	"Montana"	"30"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1015165	Suppressed	Suppressed
	"Montana"	"30"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	187	1015165	18.42	16.19
	"Montana"	"30"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	71	1023579	6.94	7.29
	"Montana"	"30"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	32	1023579	3.13	3.08
	"Montana"	"30"	"2014"	"2014"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1023579	Suppressed	Suppressed
	"Montana"	"30"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	22	1023579	2.15	2.00
	"Montana"	"30"	"2014"	"2014"	"All other drug-induced causes"	"D9"	20	1023579	1.95	2.02
	"Montana"	"30"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	12	1023579	Unreliable	Unreliable
	"Montana"	"30"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	150	1023579	14.65	12.79
	"Montana"	"30"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	83	1032949	8.04	8.31
	"Montana"	"30"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	22	1032949	2.13	2.09
	"Montana"	"30"	"2015"	"2015"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1032949	Suppressed	Suppressed
	"Montana"	"30"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	32	1032949	3.10	3.32
	"Montana"	"30"	"2015"	"2015"	"All other drug-induced causes"	"D9"	14	1032949	Unreliable	Unreliable
	"Montana"	"30"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	10	1032949	Unreliable	Unreliable
	"Montana"	"30"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	184	1032949	17.81	16.20
	"Montana"	"30"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	83	1042520	7.96	8.16
	"Montana"	"30"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	17	1042520	Unreliable	Unreliable
	"Montana"	"30"	"2016"	"2016"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1042520	Suppressed	Suppressed
	"Montana"	"30"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	18	1042520	Unreliable	Unreliable
	"Montana"	"30"	"2016"	"2016"	"All other drug-induced causes"	"D9"	17	1042520	Unreliable	Unreliable
	"Montana"	"30"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1042520	Suppressed	Suppressed
	"Montana"	"30"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	177	1042520	16.98	14.74
	"Montana"	"30"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	92	1050493	8.76	8.97
	"Montana"	"30"	"2017"	"2017"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	21	1050493	2.00	2.08
	"Montana"	"30"	"2017"	"2017"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1050493	Suppressed	Suppressed
	"Montana"	"30"	"2017"	"2017"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	1050493	Suppressed	Suppressed
	"Montana"	"30"	"2017"	"2017"	"All other drug-induced causes"	"D9"	13	1050493	Unreliable	Unreliable
	"Montana"	"30"	"2017"	"2017"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1050493	Suppressed	Suppressed
	"Montana"	"30"	"2017"	"2017"	"All other alcohol-induced causes"	"A9"	240	1050493	22.85	19.81
	"Nebraska"	"31"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	1704764	1.41	1.43
	"Nebraska"	"31"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	1704764	Unreliable	Unreliable
	"Nebraska"	"31"	"1999"	"1999"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1704764	Suppressed	Suppressed
	"Nebraska"	"31"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	1704764	Suppressed	Suppressed
	"Nebraska"	"31"	"1999"	"1999"	"All other drug-induced causes"	"D9"	Suppressed	1704764	Suppressed	Suppressed
	"Nebraska"	"31"	"1999"	"1999"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1704764	Suppressed	Suppressed
	"Nebraska"	"31"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	89	1704764	5.22	5.36
	"Nebraska"	"31"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	1711263	1.29	1.31
	"Nebraska"	"31"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	14	1711263	Unreliable	Unreliable
	"Nebraska"	"31"	"2000"	"2000"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1711263	Suppressed	Suppressed
	"Nebraska"	"31"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	1711263	Unreliable	Unreliable
	"Nebraska"	"31"	"2000"	"2000"	"All other drug-induced causes"	"D9"	Suppressed	1711263	Suppressed	Suppressed
	"Nebraska"	"31"	"2000"	"2000"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1711263	Suppressed	Suppressed
	"Nebraska"	"31"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	67	1711263	3.92	4.02
	"Nebraska"	"31"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	33	1719836	1.92	1.96
	"Nebraska"	"31"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	12	1719836	Unreliable	Unreliable
	"Nebraska"	"31"	"2001"	"2001"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1719836	Suppressed	Suppressed
	"Nebraska"	"31"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	21	1719836	1.22	1.25
	"Nebraska"	"31"	"2001"	"2001"	"All other drug-induced causes"	"D9"	Suppressed	1719836	Suppressed	Suppressed
	"Nebraska"	"31"	"2001"	"2001"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1719836	Suppressed	Suppressed
	"Nebraska"	"31"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	86	1719836	5.00	5.07
	"Nebraska"	"31"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	29	1728292	1.68	1.76
	"Nebraska"	"31"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	19	1728292	Unreliable	Unreliable
	"Nebraska"	"31"	"2002"	"2002"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1728292	Suppressed	Suppressed
	"Nebraska"	"31"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	18	1728292	Unreliable	Unreliable
	"Nebraska"	"31"	"2002"	"2002"	"All other drug-induced causes"	"D9"	Suppressed	1728292	Suppressed	Suppressed
	"Nebraska"	"31"	"2002"	"2002"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1728292	Suppressed	Suppressed
	"Nebraska"	"31"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	105	1728292	6.08	6.09
	"Nebraska"	"31"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	30	1738643	1.73	1.76
	"Nebraska"	"31"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	13	1738643	Unreliable	Unreliable
	"Nebraska"	"31"	"2003"	"2003"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1738643	Suppressed	Suppressed
	"Nebraska"	"31"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	12	1738643	Unreliable	Unreliable
	"Nebraska"	"31"	"2003"	"2003"	"All other drug-induced causes"	"D9"	33	1738643	1.90	1.83
	"Nebraska"	"31"	"2003"	"2003"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1738643	Suppressed	Suppressed
	"Nebraska"	"31"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	92	1738643	5.29	5.29
	"Nebraska"	"31"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	34	1749370	1.94	2.03
	"Nebraska"	"31"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	20	1749370	1.14	1.23
	"Nebraska"	"31"	"2004"	"2004"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1749370	Suppressed	Suppressed
	"Nebraska"	"31"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	1749370	Suppressed	Suppressed
	"Nebraska"	"31"	"2004"	"2004"	"All other drug-induced causes"	"D9"	32	1749370	1.83	1.68
	"Nebraska"	"31"	"2004"	"2004"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1749370	Suppressed	Suppressed
	"Nebraska"	"31"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	102	1749370	5.83	5.72
	"Nebraska"	"31"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	43	1761497	2.44	2.50
	"Nebraska"	"31"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	23	1761497	1.31	1.34
	"Nebraska"	"31"	"2005"	"2005"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1761497	Suppressed	Suppressed
	"Nebraska"	"31"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	20	1761497	1.14	1.17
	"Nebraska"	"31"	"2005"	"2005"	"All other drug-induced causes"	"D9"	43	1761497	2.44	2.28
	"Nebraska"	"31"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1761497	Suppressed	Suppressed
	"Nebraska"	"31"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	109	1761497	6.19	6.17
	"Nebraska"	"31"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	56	1772693	3.16	3.36
	"Nebraska"	"31"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	21	1772693	1.18	1.18
	"Nebraska"	"31"	"2006"	"2006"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1772693	Suppressed	Suppressed
	"Nebraska"	"31"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	14	1772693	Unreliable	Unreliable
	"Nebraska"	"31"	"2006"	"2006"	"All other drug-induced causes"	"D9"	40	1772693	2.26	2.04
	"Nebraska"	"31"	"2006"	"2006"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	Suppressed	1772693	Suppressed	Suppressed
	"Nebraska"	"31"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	103	1772693	5.81	5.62
	"Nebraska"	"31"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	50	1783440	2.80	2.99
	"Nebraska"	"31"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	13	1783440	Unreliable	Unreliable
	"Nebraska"	"31"	"2007"	"2007"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1783440	Suppressed	Suppressed
	"Nebraska"	"31"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	17	1783440	Unreliable	Unreliable
	"Nebraska"	"31"	"2007"	"2007"	"All other drug-induced causes"	"D9"	12	1783440	Unreliable	Unreliable
	"Nebraska"	"31"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	11	1783440	Unreliable	Unreliable
	"Nebraska"	"31"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	92	1783440	5.16	5.05
	"Nebraska"	"31"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	73	1796378	4.06	4.25
	"Nebraska"	"31"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	17	1796378	Unreliable	Unreliable
	"Nebraska"	"31"	"2008"	"2008"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	Suppressed	1796378	Suppressed	Suppressed
	"Nebraska"	"31"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	Suppressed	1796378	Suppressed	Suppressed
	"Nebraska"	"31"	"2008"	"2008"	"All other drug-induced causes"	"D9"	19	1796378	Unreliable	Unreliable
	"Nebraska"	"31"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	16	1796378	Unreliable	Unreliable
	"Nebraska"	"31"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	121	1796378	6.74	6.36
